fp_id,s1,s2,s3,s4,s5,name
929,28,18,12,4,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/929.jpg
930,18,22,8,3,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/930.jpg
931,30,25,12,4,6,/home/mohammed/server/FMVLD/Impression_1/fp_1/931.jpg
932,21,32,10,6,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/932.jpg
933,23,33,14,5,19,/home/mohammed/server/FMVLD/Impression_1/fp_1/933.jpg
934,13,29,8,8,2,/home/mohammed/server/FMVLD/Impression_1/fp_1/934.jpg
935,12,22,10,2,6,/home/mohammed/server/FMVLD/Impression_1/fp_1/935.jpg
936,16,16,12,5,13,/home/mohammed/server/FMVLD/Impression_1/fp_1/936.jpg
937,21,24,21,9,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/937.jpg
938,27,27,12,2,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/938.jpg
939,32,31,11,9,13,/home/mohammed/server/FMVLD/Impression_1/fp_1/939.jpg
940,23,30,14,7,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/940.jpg
941,25,16,16,12,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/941.jpg
942,19,31,9,5,12,/home/mohammed/server/FMVLD/Impression_1/fp_1/942.jpg
943,20,23,8,8,16,/home/mohammed/server/FMVLD/Impression_1/fp_1/943.jpg
944,17,20,15,3,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/944.jpg
945,25,36,11,3,13,/home/mohammed/server/FMVLD/Impression_1/fp_1/945.jpg
946,17,23,13,7,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/946.jpg
947,20,30,11,2,6,/home/mohammed/server/FMVLD/Impression_1/fp_1/947.jpg
948,31,33,30,4,16,/home/mohammed/server/FMVLD/Impression_1/fp_1/948.jpg
949,22,28,10,7,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/949.jpg
950,19,23,8,2,13,/home/mohammed/server/FMVLD/Impression_1/fp_1/950.jpg
951,19,22,11,10,4,/home/mohammed/server/FMVLD/Impression_1/fp_1/951.jpg
952,28,32,12,6,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/952.jpg
953,19,14,10,4,6,/home/mohammed/server/FMVLD/Impression_1/fp_1/953.jpg
954,16,18,5,4,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/954.jpg
955,24,17,19,9,6,/home/mohammed/server/FMVLD/Impression_1/fp_1/955.jpg
956,19,23,6,8,6,/home/mohammed/server/FMVLD/Impression_1/fp_1/956.jpg
957,15,16,10,4,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/957.jpg
958,17,24,14,4,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/958.jpg
959,29,26,15,7,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/959.jpg
960,19,16,15,7,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/960.jpg
961,21,21,13,8,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/961.jpg
962,22,33,20,9,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/962.jpg
963,14,35,13,3,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/963.jpg
964,24,30,13,11,15,/home/mohammed/server/FMVLD/Impression_1/fp_1/964.jpg
965,28,41,15,8,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/965.jpg
966,29,29,26,8,12,/home/mohammed/server/FMVLD/Impression_1/fp_1/966.jpg
967,27,27,24,7,14,/home/mohammed/server/FMVLD/Impression_1/fp_1/967.jpg
968,28,29,21,4,4,/home/mohammed/server/FMVLD/Impression_1/fp_1/968.jpg
969,13,19,10,2,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/969.jpg
970,15,42,18,2,5,/home/mohammed/server/FMVLD/Impression_1/fp_1/970.jpg
971,19,21,4,5,13,/home/mohammed/server/FMVLD/Impression_1/fp_1/971.jpg
972,20,39,8,7,6,/home/mohammed/server/FMVLD/Impression_1/fp_1/972.jpg
973,22,34,11,7,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/973.jpg
974,23,26,10,6,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/974.jpg
975,14,29,11,7,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/975.jpg
976,17,20,11,3,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/976.jpg
977,21,18,11,6,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/977.jpg
978,23,31,16,7,6,/home/mohammed/server/FMVLD/Impression_1/fp_1/978.jpg
979,21,27,13,6,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/979.jpg
980,19,15,15,6,5,/home/mohammed/server/FMVLD/Impression_1/fp_1/980.jpg
981,21,27,14,8,12,/home/mohammed/server/FMVLD/Impression_1/fp_1/981.jpg
982,19,20,7,5,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/982.jpg
983,18,25,5,2,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/983.jpg
984,24,32,16,7,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/984.jpg
985,20,32,17,5,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/985.jpg
986,20,21,16,7,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/986.jpg
987,27,24,15,6,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/987.jpg
988,20,31,13,6,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/988.jpg
989,23,25,15,13,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/989.jpg
990,15,23,8,6,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/990.jpg
991,23,28,17,5,6,/home/mohammed/server/FMVLD/Impression_1/fp_1/991.jpg
992,31,21,11,3,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/992.jpg
993,19,29,10,7,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/993.jpg
994,22,18,11,6,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/994.jpg
995,15,28,17,5,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/995.jpg
996,14,38,12,4,15,/home/mohammed/server/FMVLD/Impression_1/fp_1/996.jpg
997,24,25,14,9,4,/home/mohammed/server/FMVLD/Impression_1/fp_1/997.jpg
998,14,30,16,0,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/998.jpg
999,19,36,15,5,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/999.jpg
1000,30,29,12,2,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/1000.jpg
